website	MSA lines	MSA percent	EGY lines	EGY percent	GLF lines	GLF percent	LEV lines	LEV percent	Country of origin
www.rafha-news.com	55	27.63800%	8	4.02000%	115	57.78800%	21	10.55200%	
www.raiany.8m.com	14	45.16100%	0	0%	14	45.16100%	3	9.67700%	
www.ramallahcci.org	2	6.89600%	0	0%	27	93.10300%	0	0%	
www.rasid.com	737545	63.75100%	54102	4.67600%	302588	26.15500%	62664	5.41600%	Saudi Arabia 
www.raya.com	153	.93600%	29	.17700%	16130	98.70800%	29	.17700%	Qatar 
www.rayaam.info	13	8.28000%	1	.63600%	142	90.44500%	1	.63600%	
www.rayculture.net	0	0%	0	0%	2	66.66600%	1	33.33300%	
www.raynews.net	60494	79.24400%	4157	5.44500%	9411	12.32800%	2276	2.98100%	Yemen 
www.rcdmallorca.es	3	6.97600%	1	2.32500%	37	86.04600%	2	4.65100%	
www.refco.com.sa	7	25.00000%	0	0%	20	71.42800%	1	3.57100%	
www.relibrary.com	1	7.14200%	0	0%	13	92.85700%	0	0%	
www.reqaba.com	47375	63.78100%	6981	9.39800%	16386	22.06000%	3535	4.75900%	Kuwait 
www.resalah.com	19	57.57500%	2	6.06000%	12	36.36300%	0	0%	
www.reuters.com	2	4.34700%	0	0%	42	91.30400%	2	4.34700%	
www.rhinestonejewelry.com	2	14.28500%	0	0%	10	71.42800%	2	14.28500%	
www.richy.com.sa	0	0%	0	0%	0	0%	2	100.00000%	
www.riksbank.se	3	7.31700%	0	0%	35	85.36500%	3	7.31700%	
www.rioman.org	4	36.36300%	0	0%	7	63.63600%	0	0%	
www.riyadbank.com	10	33.33300%	0	0%	19	63.33300%	1	3.33300%	
www.riyadhchamber.com	44	46.31500%	3	3.15700%	40	42.10500%	8	8.42100%	
www.riyadhschools.edu.sa	2	66.66600%	0	0%	1	33.33300%	0	0%	
www.rmmsh.com	2	9.09000%	1	4.54500%	17	77.27200%	2	9.09000%	
www.rolls-royce.com	3	12.00000%	0	0%	21	84.00000%	1	4.00000%	
www.ronaldinho.com	0	0%	2	14.28500%	12	85.71400%	0	0%	
www.roohalkaleej.com	41	17.82600%	17	7.39100%	158	68.69500%	14	6.08600%	
www.rosaonline.net	155039	46.60500%	79215	23.81200%	81986	24.64500%	16425	4.93700%	Egypt 
www.rowad.com.sa	4	21.05200%	0	0%	15	78.94700%	0	0%	
www.rt.gov.sa	21	30.00000%	0	0%	48	68.57100%	1	1.42800%	
www.rtv.gov.sy	19	38.00000%	2	4.00000%	24	48.00000%	5	10.00000%	
www.rwabet.com	173	26.37100%	44	6.70700%	374	57.01200%	65	9.90800%	
www.s0s0.com	52	30.05700%	10	5.78000%	96	55.49100%	15	8.67000%	
www.s77.com	362	22.75200%	131	8.23300%	1007	63.29300%	91	5.71900%	
www.s999s.com	3	21.42800%	0	0%	11	78.57100%	0	0%	
www.saab.com	0	0%	0	0%	4	80.00000%	1	20.00000%	
www.saadabbas.com	1	100.00000%	0	0%	0	0%	0	0%	
www.sabaapress.net	38	42.22200%	12	13.33300%	32	35.55500%	8	8.88800%	
www.sabanews.net	178890	82.08100%	7155	3.28200%	26492	12.15500%	5405	2.48000%	Yemen 
www.sadahtoday.net	42	45.65200%	12	13.04300%	35	38.04300%	3	3.26000%	
www.saehlib.com	3	2.80300%	0	0%	102	95.32700%	2	1.86900%	
www.sagia.gov.sa	13	46.42800%	1	3.57100%	11	39.28500%	3	10.71400%	
www.sahafahonline.com	89618	53.52700%	4448	2.65600%	67168	40.11800%	6191	3.69700%	Saudi Arabia 
www.sahafioun.com	472	72.61500%	54	8.30700%	99	15.23000%	25	3.84600%	Lebanon 
www.sahhar.com	0	0%	0	0%	2	100.00000%	0	0%	
www.sahtoday.com	40	37.03700%	8	7.40700%	53	49.07400%	7	6.48100%	
www.saihatss.org	43	33.07600%	5	3.84600%	71	54.61500%	11	8.46100%	
www.sakkal.com	5	41.66600%	0	0%	7	58.33300%	0	0%	
www.sallybernstein.com	6	25.00000%	0	0%	18	75.00000%	0	0%	
www.sama.gov.sa	27	41.53800%	9	13.84600%	23	35.38400%	6	9.23000%	
www.samaa-news.com	9316	59.94000%	1422	9.14900%	4132	26.58600%	672	4.32300%	
www.samaway.com	119	90.15100%	3	2.27200%	10	7.57500%	0	0%	
www.samir-shoukry.com	4	26.66600%	2	13.33300%	7	46.66600%	2	13.33300%	
www.sana.sy	45	38.46100%	12	10.25600%	53	45.29900%	7	5.98200%	
www.sanaatimes.com	51	59.30200%	4	4.65100%	30	34.88300%	1	1.16200%	
www.sanabel-flowers.com	0	0%	0	0%	1	100.00000%	0	0%	
www.sanajlehshadows.8k.com	2	13.33300%	0	0%	12	80.00000%	1	6.66600%	
www.sandroses.com	135	54.21600%	11	4.41700%	74	29.71800%	29	11.64600%	
www.sarep.org	0	0%	0	0%	10	100.00000%	0	0%	
www.saso.org.sa	16	18.18100%	6	6.81800%	62	70.45400%	4	4.54500%	
www.saudi.ru	0	0%	0	0%	1	100.00000%	0	0%	
www.saudiagar.net	57	19.32200%	24	8.13500%	191	64.74500%	23	7.79600%	
www.saudichambers.org.sa	10	32.25800%	0	0%	19	61.29000%	2	6.45100%	
www.saudident.com	5	7.57500%	2	3.03000%	57	86.36300%	2	3.03000%	
www.saudielection.com	186232	64.75200%	22558	7.84300%	69388	24.12600%	9426	3.27700%	Saudi Arabia 
www.saudiembassy.info	0	0%	0	0%	8	100.00000%	0	0%	
www.saudiembassy.net	4	13.79300%	0	0%	24	82.75800%	1	3.44800%	
www.saudigazette.com.sa	2	5.00000%	0	0%	38	95.00000%	0	0%	
www.saudilaws.net	0	0%	0	0%	1	100.00000%	0	0%	
www.saudimuseum.com	0	0%	1	33.33300%	2	66.66600%	0	0%	
www.saudiradio.net	0	0%	0	0%	3	100.00000%	0	0%	
www.saudishares.net	46	57.50000%	2	2.50000%	27	33.75000%	5	6.25000%	
www.sawt-alahrar.net	58	37.66200%	15	9.74000%	67	43.50600%	14	9.09000%	
www.sawt-alhaq.com	324	7.46000%	12	.27600%	3948	90.90400%	59	1.35800%	Palestine 
www.sayidaty.net	16	14.95300%	7	6.54200%	73	68.22400%	11	10.28000%	
www.scf-chandeliers.com.sa	1	16.66600%	0	0%	4	66.66600%	1	16.66600%	
www.schoolarabia.net	20	30.76900%	2	3.07600%	41	63.07600%	2	3.07600%	
www.seasky.org	5	11.62700%	0	0%	36	83.72000%	2	4.65100%	
www.sega.com	0	0%	0	0%	21	100.00000%	0	0%	
www.sehha.com	28	28.57100%	8	8.16300%	49	50.00000%	13	13.26500%	
www.self.com	15	18.29200%	1	1.21900%	64	78.04800%	2	2.43900%	
www.sendbad.net	19	26.76000%	6	8.45000%	38	53.52100%	8	11.26700%	
www.sgrf.gov.om	2	33.33300%	0	0%	3	50.00000%	1	16.66600%	
www.sgs.org.sa	28	29.78700%	2	2.12700%	63	67.02100%	1	1.06300%	
www.shabiba.com	2224	1.04400%	1097	.51500%	209006	98.12900%	664	.31100%	Oman 
www.shaharah.net	20374	70.66400%	1894	6.56900%	5502	19.08200%	1062	3.68300%	
www.shajjar.net	1	20.00000%	0	0%	3	60.00000%	1	20.00000%	
www.shalaarts.com	1	14.28500%	0	0%	6	85.71400%	0	0%	
www.shamarpress.com	1730	60.06900%	205	7.11800%	771	26.77000%	174	6.04100%	
www.shamel.net	24	22.42900%	5	4.67200%	70	65.42000%	8	7.47600%	
www.shamela.net	51	26.02000%	10	5.10200%	109	55.61200%	26	13.26500%	
www.shameri.com	22	30.13600%	9	12.32800%	30	41.09500%	12	16.43800%	
www.shamrani.net	0	0%	0	0%	2	100.00000%	0	0%	
www.shaphacopharmaceutical.com	3	30.00000%	0	0%	7	70.00000%	0	0%	
www.sharjahclub.org.ae	55	41.35300%	3	2.25500%	49	36.84200%	26	19.54800%	
www.sharjahtv.ae	0	0%	0	0%	61	95.31200%	3	4.68700%	
www.sharjawy.com	29	33.33300%	26	29.88500%	24	27.58600%	8	9.19500%	
www.sheeel.com	5	18.51800%	0	0%	19	70.37000%	3	11.11100%	
www.shevchenko.com.ar	0	0%	0	0%	8	100.00000%	0	0%	
www.shjpolice.gov.ae	2	40.00000%	0	0%	2	40.00000%	1	20.00000%	
www.shoghlanty.com	7	53.84600%	1	7.69200%	3	23.07600%	2	15.38400%	
www.shorok.com	4	26.66600%	2	13.33300%	6	40.00000%	3	20.00000%	
www.shorouknews.com	6287	1.62100%	1157	.29800%	378774	97.69100%	1508	.38800%	Egypt 
www.shreet.com	0	0%	1	50.00000%	0	0%	1	50.00000%	
www.shura.gov.sa	12	36.36300%	0	0%	16	48.48400%	5	15.15100%	
www.sialyemen.com	3	30.00000%	0	0%	7	70.00000%	0	0%	
www.sidonianews.net	143325	73.60500%	6930	3.55800%	34925	17.93500%	9541	4.89900%	Lebanon 
www.silkroad-tours.com	1	100.00000%	0	0%	0	0%	0	0%	
www.sitespower.com	4	15.38400%	0	0%	22	84.61500%	0	0%	
www.siue.edu	2	20.00000%	0	0%	8	80.00000%	0	0%	
www.siyassa.org.eg	3	2.34300%	0	0%	125	97.65600%	0	0%	
www.sm55.jeeran.com	10	28.57100%	1	2.85700%	22	62.85700%	2	5.71400%	
www.smc.sd	46	50.54900%	12	13.18600%	28	30.76900%	5	5.49400%	
www.sms40.com	19	35.84900%	0	0%	29	54.71600%	5	9.43300%	
www.soccer-europe.com	2	33.33300%	0	0%	3	50.00000%	1	16.66600%	
www.soccer.com	7	20.58800%	1	2.94100%	26	76.47000%	0	0%	
www.socpa.org.sa	11	45.83300%	2	8.33300%	11	45.83300%	0	0%	
www.sotaliraq.com	284271	65.18100%	23182	5.31500%	107974	24.75700%	20695	4.74500%	Iraq 
www.soutelomma.org	30	3.64000%	0	0%	793	96.23700%	1	.12100%	Egypt 
www.souveniregypt.8m.com	2	50.00000%	0	0%	2	50.00000%	0	0%	
www.spa.gov.sa	53	41.40600%	6	4.68700%	58	45.31200%	11	8.59300%	
www.special-lacure.com	4	33.33300%	1	8.33300%	7	58.33300%	0	0%	
www.sportinglife.com	27	36.00000%	0	0%	45	60.00000%	3	4.00000%	
www.sportksa.net	101306	32.02700%	14749	4.66200%	176288	55.73200%	23970	7.57700%	Saudi Arabia 
www.sportxsport.com	22	25.88200%	4	4.70500%	51	60.00000%	8	9.41100%	
www.sps-sa.net	12	25.53100%	2	4.25500%	33	70.21200%	0	0%	
www.squ.edu.om	9	37.50000%	0	0%	15	62.50000%	0	0%	
www.srdb.org	31	39.74300%	3	3.84600%	40	51.28200%	4	5.12800%	
www.stanford.edu	4	21.05200%	1	5.26300%	14	73.68400%	0	0%	
www.star28.com	33	27.27200%	10	8.26400%	61	50.41300%	17	14.04900%	
www.starwoodhotels.com	0	0%	0	0%	15	93.75000%	1	6.25000%	
www.stc.com.sa	6	20.00000%	1	3.33300%	23	76.66600%	0	0%	
www.study-n-czech.com	43	58.90400%	2	2.73900%	22	30.13600%	6	8.21900%	
www.subaru.com	17	23.94300%	0	0%	53	74.64700%	1	1.40800%	
www.sudanesecook.4t.com	5	62.50000%	1	12.50000%	2	25.00000%	0	0%	
www.sudanile.com	43	39.44900%	26	23.85300%	37	33.94400%	3	2.75200%	
www.sudaninvest.gov.sd	11	45.83300%	6	25.00000%	6	25.00000%	1	4.16600%	
www.sudannewsnet.net	6733	59.92800%	1391	12.38000%	2752	24.49400%	359	3.19500%	Sudan 
www.sudanradio.info	1	33.33300%	0	0%	2	66.66600%	0	0%	
www.sudansafari.net	36	37.11300%	18	18.55600%	37	38.14400%	6	6.18500%	
www.sudantribune.com	11	19.29800%	0	0%	45	78.94700%	1	1.75400%	
www.sudantv.net	1	100.00000%	0	0%	0	0%	0	0%	
www.sultan.org	3	12.00000%	0	0%	22	88.00000%	0	0%	
www.sunanews.net	38640	43.43600%	7609	8.55300%	39375	44.26200%	3333	3.74600%	Sudan 
www.swalif.net	21	17.64700%	4	3.36100%	78	65.54600%	16	13.44500%	
www.swconsult.ch	2	25.00000%	0	0%	5	62.50000%	1	12.50000%	
www.sweety.com	11	17.46000%	0	0%	52	82.53900%	0	0%	
www.swishzone.com	1	4.00000%	1	4.00000%	22	88.00000%	1	4.00000%	
www.swmsa.net	88	36.82000%	20	8.36800%	117	48.95300%	14	5.85700%	
www.symbols.com	1	11.11100%	0	0%	6	66.66600%	2	22.22200%	
www.synow.com	27	36.98600%	7	9.58900%	25	34.24600%	14	19.17800%	
www.syria-news.com	491302	47.88900%	57385	5.59300%	265341	25.86300%	211885	20.65300%	Syria 
www.syriago.com	70	26.31500%	21	7.89400%	141	53.00700%	34	12.78100%	
www.syrianeducation.org.sy	7	28.00000%	2	8.00000%	14	56.00000%	2	8.00000%	
www.syriantours.net	1	3.84600%	0	0%	22	84.61500%	3	11.53800%	
www.syriatourism.org	53	47.74700%	4	3.60300%	39	35.13500%	15	13.51300%	
www.t1t.net	16	19.27700%	0	0%	62	74.69800%	5	6.02400%	
www.tabarjalnews.com	115	36.97700%	19	6.10900%	148	47.58800%	29	9.32400%	
www.tabee3i.com	23	45.09800%	3	5.88200%	23	45.09800%	2	3.92100%	
www.tabuk-news.com	39	37.14200%	6	5.71400%	57	54.28500%	3	2.85700%	
www.tahawolat.com	32562	61.61500%	1714	3.24300%	16755	31.70400%	1816	3.43600%	Lebanon 
www.taiba.net	1	20.00000%	0	0%	3	60.00000%	1	20.00000%	
www.taifrose.8m.com	0	0%	0	0%	3	100.00000%	0	0%	
www.taleea.com	20	58.82300%	1	2.94100%	10	29.41100%	3	8.82300%	
www.taqrir.org	94	54.33500%	26	15.02800%	47	27.16700%	6	3.46800%	
www.tarafen.com	99	25.31900%	39	9.97400%	228	58.31200%	25	6.39300%	
www.tarjem.com	6	60.00000%	1	10.00000%	3	30.00000%	0	0%	
www.tashafi.com	11	52.38000%	0	0%	9	42.85700%	1	4.76100%	
www.taw9eel.com	0	0%	0	0%	16	100.00000%	0	0%	
www.tayyar.org	1381	10.16200%	327	2.40600%	11016	81.06500%	865	6.36500%	Lebanon 
www.tdwl.net	13	46.42800%	1	3.57100%	14	50.00000%	0	0%	
www.techdepot.com	0	0%	0	0%	14	100.00000%	0	0%	
www.techno-mania.net	1	25.00000%	0	0%	3	75.00000%	0	0%	
www.teflah.com	0	0%	0	0%	9	100.00000%	0	0%	
www.telegraph.co.uk	16	34.04200%	0	0%	29	61.70200%	2	4.25500%	
www.tenderboard.gov.om	0	0%	0	0%	2	100.00000%	0	0%	
www.tentours.com	0	0%	0	0%	3	100.00000%	0	0%	
www.teravoice.com	1	5.26300%	1	5.26300%	14	73.68400%	3	15.78900%	
www.teshkeil.com	3	75.00000%	0	0%	1	25.00000%	0	0%	
www.the-soft.net	78	31.45100%	16	6.45100%	137	55.24100%	17	6.85400%	
www.the-yemen.net	16	32.00000%	9	18.00000%	22	44.00000%	3	6.00000%	
www.thedreem.com	0	0%	0	0%	0	0%	1	100.00000%	
www.theebcc.com	1	6.66600%	0	0%	14	93.33300%	0	0%	
www.thefreesyria.org	19	35.18500%	5	9.25900%	26	48.14800%	4	7.40700%	
www.thepureart.com	0	0%	0	0%	1	100.00000%	0	0%	
www.thetimes.co.uk	4	4.81900%	1	1.20400%	77	92.77100%	1	1.20400%	
www.thorntons.co.uk	1	4.54500%	0	0%	19	86.36300%	2	9.09000%	
www.thrifty.com	0	0%	0	0%	4	80.00000%	1	20.00000%	
www.tiht.com.sa	16	25.39600%	1	1.58700%	41	65.07900%	5	7.93600%	
www.time.com	25	31.64500%	0	0%	54	68.35400%	0	0%	
www.tnahed.com	43	20.47600%	17	8.09500%	136	64.76100%	14	6.66600%	
www.tnt.tv	2	8.69500%	0	0%	21	91.30400%	0	0%	
www.todayevents.net	66	35.48300%	17	9.13900%	86	46.23600%	17	9.13900%	
www.toptrade-egypt.com	5	25.00000%	0	0%	15	75.00000%	0	0%	
www.touregypt.net	1	16.66600%	0	0%	3	50.00000%	2	33.33300%	
www.toyota.com	1	14.28500%	0	0%	6	85.71400%	0	0%	
www.trabel.com	0	0%	0	0%	4	80.00000%	1	20.00000%	
www.traduction-arabe.com	1	7.69200%	1	7.69200%	9	69.23000%	2	15.38400%	
www.travel-greece.com	2	40.00000%	0	0%	2	40.00000%	1	20.00000%	
www.tsmem.com	0	0%	0	0%	2	66.66600%	1	33.33300%	
www.tunis-online.net	0	0%	0	0%	14	77.77700%	4	22.22200%	
www.tunisalwasat.com	538	77.63300%	38	5.48300%	87	12.55400%	30	4.32900%	Tunisia 
www.tunisnews.net	1	25.00000%	1	25.00000%	1	25.00000%	1	25.00000%	
www.tvtc.gov.sa	1	.58800%	0	0%	167	98.23500%	2	1.17600%	
www.u-pec.fr	1	2.00000%	0	0%	49	98.00000%	0	0%	
www.ua-fa.com	1	50.00000%	0	0%	1	50.00000%	0	0%	
www.uaefootball.org	11	32.35200%	2	5.88200%	19	55.88200%	2	5.88200%	
www.uaemall.com	3	50.00000%	0	0%	2	33.33300%	1	16.66600%	
www.uaeu.ac.ae	2	28.57100%	0	0%	4	57.14200%	1	14.28500%	
www.uefa.com	16	32.00000%	1	2.00000%	30	60.00000%	3	6.00000%	
www.un.org	2	28.57100%	0	0%	5	71.42800%	0	0%	
www.unchs.org	1	10.00000%	0	0%	9	90.00000%	0	0%	
www.unfpa.org	4	23.52900%	0	0%	13	76.47000%	0	0%	
www.unido.org	0	0%	0	0%	6	100.00000%	0	0%	
www.unimelb.edu.au	0	0%	0	0%	12	100.00000%	0	0%	
www.uob.edu.bh	1	.36100%	0	0%	276	99.63800%	0	0%	
www.uowdubai.ac.ae	4	26.66600%	0	0%	10	66.66600%	1	6.66600%	
www.uqn.gov.sa	69	6.60900%	1	.09500%	972	93.10300%	2	.19100%	Saudi Arabia 
www.usatoday.com	20	19.60700%	1	.98000%	80	78.43100%	1	.98000%	
www.uwls.com	0	0%	1	100.00000%	0	0%	0	0%	
www.v232v.com	70	24.47500%	5	1.74800%	188	65.73400%	23	8.04100%	
www.vbcode.com	4	44.44400%	0	0%	4	44.44400%	1	11.11100%	
www.vbexplorer.com	0	0%	0	0%	19	95.00000%	1	5.00000%	
www.vdl.com.lb	13	54.16600%	2	8.33300%	7	29.16600%	2	8.33300%	
www.virofloor.com	1	50.00000%	0	0%	1	50.00000%	0	0%	
www.voila.fr	3	7.14200%	0	0%	38	90.47600%	1	2.38000%	
www.volkswagen.co.uk	0	0%	0	0%	1	100.00000%	0	0%	
www.w66w.net	105	16.80000%	32	5.12000%	437	69.92000%	51	8.16000%	
www.wadhefa.com	9	15.78900%	3	5.26300%	42	73.68400%	3	5.26300%	
www.waficity.com	3	21.42800%	0	0%	11	78.57100%	0	0%	
www.washingtonpost.com	13	9.02700%	0	0%	127	88.19400%	4	2.77700%	
www.washingtontimes.com	11	14.28500%	0	0%	62	80.51900%	4	5.19400%	
www.watan.com	84149	40.03600%	24752	11.77600%	75247	35.80100%	26032	12.38500%	Egypt 
www.wataninet.com	723	9.70600%	526	7.06100%	6036	81.03100%	164	2.20100%	Egypt 
www.wavessa.jeeran.com	4	36.36300%	0	0%	7	63.63600%	0	0%	
www.wazafony.com	13	36.11100%	3	8.33300%	19	52.77700%	1	2.77700%	
www.weather.com	11	14.47300%	0	0%	59	77.63100%	6	7.89400%	
www.webopedia.com	1	2.85700%	0	0%	33	94.28500%	1	2.85700%	
www.weddingchannel.com	5	15.62500%	0	0%	25	78.12500%	2	6.25000%	
www.weightlossforall.com	3	6.12200%	0	0%	45	91.83600%	1	2.04000%	
www.wel.it	5	38.46100%	0	0%	7	53.84600%	1	7.69200%	
www.wellness-shop.ae	20	24.39000%	7	8.53600%	50	60.97500%	5	6.09700%	
www.wifaq.com	20272	80.86400%	1092	4.35500%	2670	10.65000%	1035	4.12800%	Iraq 
www.wijdan.com.sa	1	100.00000%	0	0%	0	0%	0	0%	
www.womandiwan.com	0	0%	0	0%	38	97.43500%	1	2.56400%	
www.worldbank.org	6	15.38400%	0	0%	31	79.48700%	2	5.12800%	
www.worldfamilyorganization.org	5	9.25900%	0	0%	48	88.88800%	1	1.85100%	
www.worldweather.org	6	46.15300%	0	0%	7	53.84600%	0	0%	
www.wto.org	1	5.00000%	0	0%	19	95.00000%	0	0%	
www.wunderground.com	3	11.53800%	0	0%	21	80.76900%	2	7.69200%	
www.x10media.com	2	33.33300%	0	0%	3	50.00000%	1	16.66600%	
www.yahoo.com	7	19.44400%	0	0%	28	77.77700%	1	2.77700%	
www.yallakora.com	55	28.79500%	37	19.37100%	76	39.79000%	23	12.04100%	Egypt 
www.yawatan.com	11	55.00000%	3	15.00000%	3	15.00000%	3	15.00000%	
www.yemen-press.com	15023	61.65800%	2306	9.46400%	5739	23.55400%	1297	5.32300%	
www.yemen-tv.net	38	38.00000%	19	19.00000%	35	35.00000%	8	8.00000%	
www.yemen4all.com	472	71.08400%	48	7.22800%	124	18.67400%	20	3.01200%	
www.yemeneconomist.com	89	31.89900%	27	9.67700%	108	38.70900%	55	19.71300%	Yemen 
www.yemeniamerican.com	22	40.00000%	9	16.36300%	19	34.54500%	5	9.09000%	
www.yemeninfo.gov.ye	2	66.66600%	0	0%	1	33.33300%	0	0%	
www.yemenipress.com	19	48.71700%	1	2.56400%	16	41.02500%	3	7.69200%	
www.yemenkooora.com	31	46.96900%	3	4.54500%	24	36.36300%	8	12.12100%	
www.yemennation.com	15405	75.89000%	1348	6.64000%	2848	14.03000%	698	3.43800%	
www.yemennow.net	1	14.28500%	0	0%	6	85.71400%	0	0%	
www.yemenpost.net	13	7.10300%	2	1.09200%	165	90.16300%	3	1.63900%	
www.yemensaeed.com	80	47.90400%	13	7.78400%	68	40.71800%	6	3.59200%	
www.yementoday.net	0	0%	0	0%	2	100.00000%	0	0%	
www.yobserver.com	2	4.54500%	0	0%	40	90.90900%	2	4.54500%	
www.youkal.net	113	31.21500%	18	4.97200%	204	56.35300%	27	7.45800%	Lebanon 
www.youm7.com	31621	43.10100%	26458	36.06400%	11508	15.68600%	3777	5.14800%	Egypt 
www.yourdictionary.com	0	0%	0	0%	2	66.66600%	1	33.33300%	
www.yu.edu.jo	15	55.55500%	1	3.70300%	8	29.62900%	3	11.11100%	
www.z44z.com	0	0%	0	0%	0	0%	1	100.00000%	
www.zaharaa.net	0	0%	0	0%	14	100.00000%	0	0%	
www.zaman.itgo.com	0	0%	0	0%	2	100.00000%	0	0%	
www.zamantours.com	3	14.28500%	0	0%	16	76.19000%	2	9.52300%	
www.zawgaty.com	17	28.81300%	3	5.08400%	32	54.23700%	7	11.86400%	
www.zhoor.net	34	55.73700%	1	1.63900%	24	39.34400%	2	3.27800%	
www.zilfawi.com	47	19.66500%	7	2.92800%	175	73.22100%	10	4.18400%	
www.zmzm.net	54	22.88100%	28	11.86400%	136	57.62700%	18	7.62700%	
www.zoomyat.net	0	0%	0	0%	1	100.00000%	0	0%	
www.zoomyemen.net	0	0%	0	0%	2	100.00000%	0	0%	
www.zora-lb.com	1	100.00000%	0	0%	0	0%	0	0%	
www.zowaa.org	3814	72.45400%	370	7.02800%	834	15.84300%	246	4.67300%	Iraq 
www.zwjate.com	12	23.52900%	4	7.84300%	32	62.74500%	3	5.88200%	
www2.alhariq.com	18	48.64800%	2	5.40500%	14	37.83700%	3	8.10800%	
www2.irna.ir	9	34.61500%	3	11.53800%	8	30.76900%	6	23.07600%	
www2.jeeran.com	3	17.64700%	1	5.88200%	10	58.82300%	3	17.64700%	
www2.warnerbros.com	0	0%	0	0%	2	100.00000%	0	0%	
www2.warwick.ac.uk	5	38.46100%	0	0%	8	61.53800%	0	0%	
wwww.egypttoday.com	0	0%	0	0%	17	80.95200%	4	19.04700%	
yemencom.net	49	51.57800%	8	8.42100%	27	28.42100%	11	11.57800%	
yemenonline.info	13	19.11700%	0	0%	55	80.88200%	0	0%	
yemenstreet.com	35	48.61100%	6	8.33300%	28	38.88800%	3	4.16600%	
yementimes.com	2	14.28500%	0	0%	11	78.57100%	1	7.14200%	
26sept.info	84	44.21000%	47	24.73600%	56	29.47300%	3	1.57800%	Yemen 
52blog.kuwait.tt	1	2.70200%	1	2.70200%	34	91.89100%	1	2.70200%	
aemalg.net	35	55.55500%	6	9.52300%	16	25.39600%	6	9.52300%	
al-ayyam-yemen.com	3	9.09000%	3	9.09000%	24	72.72700%	3	9.09000%	
aljazeera.net	810047	74.49200%	82591	7.59500%	143161	13.16500%	51615	4.74600%	United Arab Emirates 
almshaheer.com	89	46.84200%	32	16.84200%	46	24.21000%	23	12.10500%	
alsadda.net	17	51.51500%	3	9.09000%	11	33.33300%	2	6.06000%	
alshaab.com	252013	77.40000%	39352	12.08600%	27038	8.30400%	7194	2.20900%	Egypt 
alwatan.kuwait.tt	232	1.62700%	21	.14700%	13877	97.36800%	122	.85600%	Kuwait 
alwiam.info	19	44.18600%	8	18.60400%	12	27.90600%	4	9.30200%	
ara.reuters.com	5	9.25900%	0	0%	47	87.03700%	2	3.70300%	
arabic.cnn.com	35	39.32500%	8	8.98800%	43	48.31400%	3	3.37000%	
assaba.info	55	31.97600%	7	4.06900%	89	51.74400%	21	12.20900%	
beyrouk.com	1	5.88200%	1	5.88200%	15	88.23500%	0	0%	
bytksidrim.com	41	26.28200%	12	7.69200%	97	62.17900%	6	3.84600%	
chilouhefchi.net	22	33.33300%	4	6.06000%	38	57.57500%	2	3.03000%	
cms.issuu.com	0	0%	0	0%	8	100.00000%	0	0%	
elkhebar.info	52	59.77000%	7	8.04500%	23	26.43600%	5	5.74700%	
elmeda.net	32	37.64700%	6	7.05800%	40	47.05800%	7	8.23500%	
kuwaitbb.kuwait.tt	53	47.32100%	0	0%	55	49.10700%	4	3.57100%	
mauritanides.net	28	53.84600%	5	9.61500%	15	28.84600%	4	7.69200%	
mushahed.net	0	0%	0	0%	1	100.00000%	0	0%	
mygulfcar.kuwait.tt	38	46.91300%	3	3.70300%	34	41.97500%	6	7.40700%	
new.alwafd.org	104	31.23100%	68	20.42000%	138	41.44100%	23	6.90600%	
news.naseej.com	16	51.61200%	1	3.22500%	11	35.48300%	3	9.67700%	
omdur-news.blogspot.com	0	0%	0	0%	4	66.66600%	2	33.33300%	
rimmedia.net	23	46.93800%	9	18.36700%	10	20.40800%	7	14.28500%	
s3.amazonaws.com	0	0%	0	0%	2	100.00000%	0	0%	
shendiuniversity.net	0	0%	0	0%	5	100.00000%	0	0%	
sudan.gov.sd	13	25.49000%	17	33.33300%	20	39.21500%	1	1.96000%	
sudanafia.org	0	0%	0	0%	1	100.00000%	0	0%	
sudanbook.blogspot.com	31	31.00000%	13	13.00000%	53	53.00000%	3	3.00000%	
sudanfootball.net	166	45.85600%	22	6.07700%	130	35.91100%	44	12.15400%	
tawary.com	6	11.76400%	0	0%	34	66.66600%	11	21.56800%	
web.alayam.com	41	35.34400%	6	5.17200%	61	52.58600%	8	6.89600%	
www.14october.com	230447	10.43200%	10644	.48100%	1944324	88.02200%	23467	1.06200%	Yemen 
www.26sep.net	454070	71.11800%	31445	4.92500%	130511	20.44100%	22445	3.51500%	Yemen 
www.aawsat.com	60	46.87500%	18	14.06200%	34	26.56200%	16	12.50000%	
www.ack.edu.kw	0	0%	0	0%	9	100.00000%	0	0%	
www.addustour.com	126	3.38500%	59	1.58500%	3518	94.51900%	19	.51000%	Jordan 
www.ahdath-nouakchott.info	15	31.91400%	7	14.89300%	22	46.80800%	3	6.38200%	
www.ahram.org.eg	255954	22.91300%	51940	4.64900%	773681	69.26100%	35463	3.17400%	Egypt 
www.ajrasalhurriya.net	53	48.18100%	9	8.18100%	36	32.72700%	12	10.90900%	
www.akhbar-alkhaleej.com	20	28.98500%	4	5.79700%	39	56.52100%	6	8.69500%	Saudi Arabia 
www.akhbaralyom.net	555660	69.47400%	39048	4.88200%	171229	21.40800%	33871	4.23400%	Yemen 
